Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Радикальна партія Олега Ляшка,221,1212,2019-06-25,3,"ПП""ТРК""Черкас.центр міжнарод.зв’язків","м. Київ, бульв. Тараса Шевченка, бул. 54/1",14209034,+;1212;Оплата ефірного часу на радіо згідно з рахунком №3 від 24.06.2019 без ПДВ,3390,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,4,"ТОВ""Євромюзік""","м. Київ, бульв. Тараса Шевченка, бул. 54/1",37027503,+;1212;Оплата ефірного часу на радіо згідно з рахунком №3 від 24.06.2019 без ПДВ,6780,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,5,"""ТРК ""Радіо Хвиля""","м. Київ, бульв. Тараса Шевченка, бул. 54/1",24996257,+;1212;Оплата ефірного часу на радіо згідно з рахунком №3 від 24.06.2019 без ПДВ,3390,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,6,"ТОВ""ТРК ""Контакт""","м. Київ, бульв. Тараса Шевченка, бул. 54/1",24512176,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №3 від 24.06.2019 в т.ч.ПДВ20%-1695,00",10170,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,1,"ТОВ""ТРК ""Сіверські підприємства»","м. Київ, бульв. Тараса Шевченка, бул. 54/1",14255181,+;1212;Оплата ефірного часу на радіо згідно з рахунком №3 від 24.06.2019 без ПДВ,3390,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,16,"ТОВ""РМК ""АРМЯНСЬКЕ РАДІО -УКРАЇНА","м. Київ, вул. М. Грушевського, буд. 28/2, не-жиле приміщення, 43",31513637,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №19 від 24.06.2019 в т.ч.ПДВ20%-4046,40","24278,4",юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,17,"ТОВ НТРК ""ІРТА""","Луганська обл., м. Сєвєродонецьк, просп. Гвардійський, буд. 13 прим. 410",31530558,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №1-24/06/19 від 24.06.2019 в т.ч.ПДВ20%-6480,00",38880,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,26,"ПП ТРК""Подільські комунікації","Вінницька обл., м. Ладижин, вул. Процишина, буд. 45 кв. 91",34261211,+;1212;Оплата ефірного часу на радіо згідно з рахунком №19 від 24.06.2019 без ПДВ,21600,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,18,"ПАТ ""ТРК ЛЮКС""","м. Львів, пл. Галицька, буд. 15",20765851,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №ЛВ461 від 24.06.2019 в т.ч.ПДВ20%-27576,00",165456,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,19,"ПАТ ""Радіокомпанія Люкс""","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",23158131,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №КЛ36 від 24.06.2019 в т.ч.ПДВ20%-13651,20","81907,2",юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,20,"ТОВ ""Контакт-Інформ""","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",36045376,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №КІ24 від 24.06.2019 в т.ч.ПДВ20%-1166,40","6998,4",юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,21,"ТОВ ""ТРК ""Радіо великих доріг»","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",32355150,+;1212;Оплата ефірного часу на радіо згідно з рахунком №РВ2 від 24.06.2019 без ПДВ,4032,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,22,"ДП ТРК ""ЛЮКС""","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",36885235,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №ДП24 від 24.06.2019 в т.ч.ПДВ20%-4046,40","24278,4",юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,29,"ПП ""ВІСМА-РАДІО-ТБ""","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",24388823,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №ВС23 від 24.06.2019 в т.ч.ПДВ20%-590,40","3542,4",юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,24,"ТОВ ""ТРК ""БЕЛКОМ""","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",32276619,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №БЛ30 від 24.06.2019 в т.ч.ПДВ20%-806,40","4838,4",юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,25,"ТОВ""ТРК""НОТА","м. Київ, вул. Олександра Довженка, буд. 14, оф. 156",25612307,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №18 від 24.06.2019 в т.ч.ПДВ20%-3600,00",21600,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,9,ТОВ РК «ОЛІВІН»,"Одеська обл., м. Одеса, вул. ЗАСЛАВСЬКОГО, буд. 12",13924177,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №25 від 24.06.2019 в т.ч.ПДВ 20%-1627,20","9763,2",юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,10,"ТОВ""ТРК ПРАЙМЕДІА""","Львівська обл., м. Львів, ПЛОЩА ГАЛИЦЬКА, буд. 15",31362476,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №ПМ55 від 24.06.2019 в т.ч. ПДВ20%-8841,60","53049,6",юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,11,"ПП""АГЕНЦІЯ ВІДЕОРІШЕНЬ","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",36299802,+;1212;Оплата ефірного часу на радіо згідно з рахунком №АВ20 від 24.06.2019 без ПДВ,5760,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,12,ТОВ ТРК «СВІТ»,"м. Київ, вул. ВОЛОДИМИРСЬКА, буд. 61/11, кв. 46",24989553,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №СВ25 від 24.06.2019 в т.ч. ПДВ20%-2736,00",16416,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,13,"ТОВ Радіо""КОНТИНЕНТ""","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",31815315,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №КР20 від 24.06.2019 в т.ч.ПДВ20%-5832,00",34992,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,28,"ТОВ""Телерадіокомпанія""МАЯК»","Кіровоградська обл., м. Олександрія, ПОКРОВСЬКА ПЛОЩА, буд. 10",32100066,+;1212;Оплата ефірного часу на радіо згідно з рахунком №27 від 24.06.2019 без ПДВ,7920,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,2,"ТОВ""ТОП-РАДІО""","м. Київ, бульв. Тараса Шевченка, бул. 54/1",21117217,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №3 від 24.06.2019 в т.ч.ПДВ20%-565,00",3390,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,15,"ТОВ""АБ-РАДІО""","Кіровоградська обл., м. Кропивницький, вул. ВЕЛИКА ПЕРСПЕКТИВНА, буд. 17/10",13755272,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №35-ПА від 24.06.2019 в т.ч.ПДВ20%-1440,00",8640,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,8,"ТОВ""ТРК РАДІО-ЕРА""","м. Київ, вул. КИРИЛІВСЬКА, буд. 86",30019068,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №175 від 24.06.2019 в т.ч.ПДВ20%-14947,20","89683,2",юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1211,2019-06-25,40,"ТОВ ТЕЛЕКОМПАНІЯ ""ПРИВАТ ТБ ДНІПРО""","Дніпропетровська обл., м. Дніпро, вул. НАБЕРЕЖНА ПЕРЕМОГИ, буд. 50",23376587,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №29 від 21.06.2019 в т.ч.ПДВ20%-144,00",864,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-06-25,41,"ТОВ ТРК""S-ТЕТ""","м. Київ, вул. Кирилівська, буд. 23",31645208,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №36 від 21.06.2019 в т.ч.ПДВ20%-144,00",864,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-06-25,42,"ТОВ ""ТБ стимул""","м. Київ, вул. Кирилівська, буд. 23",30462482,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №36 від 21.06.2019 в т.ч.ПДВ20%-144,00",864,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-06-25,37,"ТОВ ""Ком. інформ РТК ""ТОР""","м. Київ, вул. Кирилівська, буд. 23",19384641,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №36 від 21.06.2019 в т.ч.ПДВ20%-144,00",864,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-06-25,43,"ПАТ ""НСТУ""","м. Київ, вул. МЕЛЬНИКОВА, буд. 42",23152907,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №191 від 24.06.2019 в т.ч.ПДВ20%-17713,67",106282,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1212,2019-06-25,44,"ПП""ТРК""АЛЛЮР""","Полтавська обл., м. Кременчук, вул. МАЯКОВСЬКОГО, буд. 7",30205038,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №49 від 24.06.2019 в т.ч.ПДВ20%-4068,00",24408,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,45,"ТОВ фірма ""Волинь""","м. Київ, вул. ПУХІВСЬКА, буд. 1А",19138008,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №33 від 24.06.2019 в т.ч.ПДВ20%-847,50",5085,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,46,"ПАТ""Студія Європозитив""","м. Київ, вул. ВИШГОРОДСЬКА, буд. 28/1",31902360,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №49 від 24.06.2019 в т.ч.ПДВ20%8475,00",50850,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,47,"ТОВ ТРК""Пілот-Україна""","Одеська обл., м. Одеса, вул. ВЕЛИКА АРНАУТСЬКА, буд. 15",30376996,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №23 від 24.06.2019 в т.ч.ПДВ20%-3390,00",20340,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,48,"ТОВ ТРК""РАДІО 50""","м. Харків, просп. ГАГАРІНА, буд. 1",30988520,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №8 від 24.06.2019 в т.ч.ПДВ20%3390,00",20340,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,49,"ТОВ""ТРК""ТЕТ- ПОЛТАВА""","м. Полтава, вул. ШВЕДСЬКА, буд. 2, кімната 323",24566344,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №15 від 24.06.2019 в т.ч.ПДВ20%-8814,00",52884,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,50,"ДП""Новий обрій""","м. Київ, вул. Івана Шевцова, буд. 1",37470683,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №31 від 24.06.2019 в т.ч.ПДВ20%-24860,00",149160,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,51,"ПАТ""Наше радіо""","м. Київ, вул. ОТТО ШМІДТА, буд. 6",23530551,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №59 від 24.06.2019 в т.ч.ПДВ20%-20340,00",122040,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,52,"ПАТ Радіокомпанія""ГАЛА""","м. Київ, вул. САКСАГАНСЬКОГО, буд. 91, кв. 5",20023766,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №635 від 24.06.2019 в т.ч.ПДВ20%-14400,00",86400,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,53,"ТОВ""ТРК ""НБМ-РАДІО""","м. Київ, вул. КИРИЛІВСЬКА, буд. 104А",34818518,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №52 від 24.06.2019 в т.ч.ПДВ20%-20340,00",122040,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,54,"ДП""РАДІОСТАНЦІЯ ЗОРЯ","м. Київ, вул. КИРИЛІВСЬКА, буд. 104 С",25484192,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №25 від 24.06.2019 в т.ч.ПДВ20%-1130,00",6780,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,55,"ТОВ фірма ""Волинь""","м. Київ, вул. ПУХІВСЬКА, буд. 1А",19138008,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №32 від 24.06.2019 в т.ч.ПДВ20%-621,50",3729,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,56,"ПП""Компанія ""Нова Хвиля","м. Київ, бульв. Тараса Шевченка, бул. 54/1",23364928,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №3 від 24.06.2019 в т.ч.ПДВ20%-3390,00",20340,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,57,"ПП ТРК""ЦЕНТР""","м. Київ, бульв. Тараса Шевченка, бул. 54/1",30042254,+;1212;Оплата ефірного часу на радіо згідно з рахунком №3 від 24.06.2019 без ПДВ,3390,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,58,"ТОВ""Радіо Шарманка""","м. Київ, бульв. ШЕВЧЕНКА, буд. 54/1",31552351,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №3 від 24.06.2019 в т.ч.ПДВ20%-2260,00",13560,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,59,"ТОВ ТРК""Алекс ТВ""","м. Київ, вул. Кирилівська, буд. 23",31036723,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №66 від 21.06.2019 в т.ч.ПДВ20%-1356,00",8136,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,60,"ТОВ""ТРК""БІЗНЕС-РАДІО","м. Київ, бульв. Тараса Шевченка, бул. 54/1",36003598,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №3 від 24.06.2019 в т.ч.ПДВ20%-1130,00",6780,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,61,"ТОВ""ТРК ""СІМОН""","Харківська обл., м. Харків, МАЙДАН СВОБОДИ, буд. 7",21217525,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №Р228 від 24.06.2019 в т.ч.ПДВ20%-1130,00",6780,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,62,"ТОВ""Радіокомпанія Класик Радіо","м. Київ, бульв. ТАРАСА ШЕВЧЕНКА, буд. 54/1, 7 ПОВЕРХ",25515834,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №3 від 24.06.2019 в т.ч.ПДВ20%-1130,00",6780,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,63,"ТОВ""Українська радіо група","м. Київ, бульв. Тараса Шевченка, бул. 54/1",31925861,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №3 від 24.06.2019 в т.ч.ПДВ20%-1356,00",8136,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,64,"ПП ""ТРК БУЛАВА""","Херсонська обл., м. Херсон, вул. РАДЯНСЬКА, буд. 46",24107725,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №3 від 24.06.2019 в т.ч.ПДВ20%-4068,00",24408,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,65,"ТОВ ""КА ""Сума Технологій""","Харківська обл., м. Харків, МАЙДАН ЗАХИСНИКІВ УКРАЇНИ, буд. 7/8, ПОВЕРХ 15",38605231,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №32 від 24.06.2019 в т.ч.ПДВ20%-1356,00",8136,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,66,"ПП ТРК ""ЕФІР - Р""","м. Київ, вул. Олександра Довженка, буд. 14, оф. 156",22511741,+;1212;Оплата ефірного часу на радіо згідно з рахунком №15 від 24.06.2019 без ПДВ,1695,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,67,"ТОВ ""ТРК ""Мега-радіо""","м. Київ, вул. Олександра Довженка, буд. 14, оф. 156",30282840,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №14 від 24.06.2019 в т.ч.ПДВ20%-678,00",4068,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,68,"ТОВ ""ТРК ""Столиця""","м. Київ, вул. Олександра Довженка, буд. 14, оф. 156",23505665,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №39 від 24.06.2019 в т.ч.ПДВ20%-1356,00",8136,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,69,"РАДІОСТУДІЯ ""НОВА ХВИЛЯ","Івано-Франківська обл., Снятинський р-н, м. Снятин, вул. ВОЄВОДИ КОСНЯТИНА",25065118,+;1212;Оплата ефірного часу на радіо згідно з рахунком №24/06/2 від 24.06.2019 без ПДВ,1695,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,70,ТОВ ТРК КЛАС,"м. Київ, вул. ІВАНА МАЗЕПИ, буд. 10",24821055,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №90 від 24.06.2019 в т.ч.ПДВ20%-3729,00",22374,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,71,ТОВ ТРК СПЕКТР,"Сумська обл., м. Ромни, вул. ДУДІНА, буд. 4Г",31834233,+;1212;Оплата ефірного часу на радіо згідно з рахунком №53 від 24.06.2019 без.ПДВ,8475,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,72,ДП ТРК КЛАСИК,"Запорізька обл., м. Запоріжжя, вул. ОЛЕКСАНДРА МАТРОСОВА, буд. 8А, оф. 104",36065717,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №25 від 24.06.2019 в т.ч.ПДВ20%-4204,80","25228,8",юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,73,"ТОВ""Радіостанція""Великий Луч","Запорізька обл., м. Запоріжжя, вул. ОЛЕКСАНДРА МАТРОСОВА, буд. 8 А",22142344,+;1212;Оплата ефірного часу на радіо згідно з рахунком №50 від 24.06.2019 без ПДВ,20160,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1212,2019-06-25,74,"ТОВ ""ТЕЛЕРАДІООРГАНІЗАЦІЯ СОФІЯ","Херсонська обл., м. Херсон, вул. 49 ГВАРДІЙСЬКОЇ ДИВІЗІЇ, буд. 16, корпус 1",32479351,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №72 від 24.06.2019 в т.ч.ПДВ20%-2620,80","15724,8",юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1211,2019-06-26,75,"ТОВ ""Телерадіокомпанія ""Україна""","Донецька обл., м. Маріуполь, вул. ХАРЛАМПІЇВСЬКА, буд. 17/25",05744121,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №545 від 24.06.2019 в т.ч.ПДВ20%-843900,00",5063400,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-06-26,76,"ТОВ ""Медіа-проспект""","Житомирська обл., м. Житомир, вул. ВЕЛИКА БЕРДИЧІВСЬКА, буд. 72",38500053,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №109 від 25.06.2019 в т.ч.ПДВ20%2000,00",12000,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1400,2019-06-26,77,"ТОВ ""РА ""Житомир інфо""","Житомирська обл., м. Житомир, вул. ЛЕХА КАЧИНСЬКОГО, буд. 1, оф. 74",33732896,+;1400; інші витрати на передвиборчу агітацію згідно з рахунком №256 від 25.06.2019 без ПДВ,5000,юридична особа,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Радикальна партія Олега Ляшка,221,1211,2019-06-27,80,"ТОВ ""Інтер реклама центр""","м. Київ вул. Воровського, буд. 22А",30524103,+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №105 від 21.06.2019 у т.ч.ПДВ 20%-620934.00,3725604,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-06-27,82,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №557 від 26.06.2019 у т.ч.ПДВ 20%-1112400.00,6674400,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-06-27,81,"ТОВ ""Інтер реклама центр""","м. Київ вул. Воровського, буд. 22А",30524103,+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №107 від 21.06.2019 у т.ч.ПДВ 20%-164112.00,984672,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-06-27,84,"ТОВ""РЄАЛ ІСТЕЙТ-ТВ""","м. Київ, вул. Кирилівська, буд. 23",35405350,+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №69 від 26.06.2019 у т.ч.ПДВ 20%-74377.97,"446267,83",юридична особа,оплата ефірного часу на телебаченні
