Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Соціальна справедливість,221,1211,2019-07-12,14,"ТОВ ""Телерадіоорганізація ""Ліга""",м. Чернігів,24834454,Оплата за ефірний час на телебаченні зг.дог.№60-р/п від 11.07.2019,4500,юридична особа,оплата ефірного часу на телебаченні
Соціальна справедливість,221,1220,2019-07-12,12,"ТОВ ""Черніговський край""",м. Чернігів,02476089,"оплата за інформаційний матеріал в газеті Наш край"" зг.дог.№ 11/Ч-19 від 11.07.2019",10980,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Соціальна справедливість,221,1211,2019-07-12,17,"ТОВ ""Центральноукраїнське бюро новин""",м. Кропивницький,41956339,оплата ефірного часу на телебаченні згідно договору №12/07 від 12.07.2019,18000,юридична особа,оплата ефірного часу на телебаченні
Соціальна справедливість,221,1110,2019-07-15,18,Толстопʼятов Сергій Леонідович,"м. Київ, вул. Єреванська, буд. 28",,оплата за друк буклетів згідно договора №342 від 11.07.2019,1308,ФОП,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Соціальна справедливість,221,1211,2019-07-15,25,"КП КМР ""Міська інформаційна служба""",м. Камʼянське,30169697,оплата ефірного часу на телебаченні зг.договору №437/19 від 10.07.2019,2000,юридична особа,оплата ефірного часу на телебаченні
Соціальна справедливість,221,1211,2019-07-15,20,"ОА ""ВГ ТРК ""Вінниччина""",м. Вінниця,31473359,оплата ефірного часу на телебаченні зг.договору №В-10/19 від 10.07.2019,5700,юридична особа,оплата ефірного часу на телебаченні
Соціальна справедливість,221,1211,2019-07-15,22,"ТОВ ""Медіа група ""Позитив""",м. Херсон,36419704,оплата ефірного часу на телебаченні зг.договору № 6 від 11.07.2019,6000,юридична особа,оплата ефірного часу на телебаченні
Соціальна справедливість,221,1211,2019-07-15,30,"ТОВ ""Медіа група ""Позитив""",м. Херсон,36419704,оплата ефірного часу на телебаченні зг.договору № 6 від 11.07.2019,10000,юридична особа,оплата ефірного часу на телебаченні
Соціальна справедливість,221,1211,2019-07-15,23,"КП ""Телерадіокомпанія ""Март""",м. Миколаїв,32092696,оплата ефірного часу на телебаченні зг.договору № М-10/19 від 10.07.2019,10800,юридична особа,оплата ефірного часу на телебаченні
Соціальна справедливість,221,1211,2019-07-15,29,"ТОВ ""Продюсерський центр ""Ексклюзив""",м. Хмельницький,32680030,оплата ефірного часу на телебаченні зг.договору № Х-12/19 від 12.07.2019,13875,юридична особа,оплата ефірного часу на телебаченні
Соціальна справедливість,221,1211,2019-07-15,26,"ТОВ ""Телерадіокомпанія ""Вікка""",м. Черкаси,21385292,оплата ефірного часу на телебаченні зг.договору № ВР21 від 10.07.2019,15000,юридична особа,оплата ефірного часу на телебаченні
Соціальна справедливість,221,1211,2019-07-15,27,"ТОВ ""Телекомпанія ""СТС""",м. Суми,39751385,оплата ефірного часу на телебаченні зг.договору № 11/07-19/1 від 11.07.2019,20000,юридична особа,оплата ефірного часу на телебаченні
Соціальна справедливість,221,1211,2019-07-15,24,"ТОВ ""Телерадіоорганізація ""Ліга""",м. Київ,24834454,Оплата за ефірний час на телебаченні зг.дог.№60-р/п від 11.07.2019,23500,юридична особа,оплата ефірного часу на телебаченні
Соціальна справедливість,221,1211,2019-07-16,31,"ТОВ ""Телерадіокомпанія ""Арт""",м. Одеса,31116761,Оплата за ефірний час на телебаченні зг.дог.№ 12/07 від 12.07.2019,24000,юридична особа,оплата ефірного часу на телебаченні
Соціальна справедливість,221,1211,2019-07-16,32,"ТОВ ""Ріак-інформ""",м. Одеса,23860567,Оплата за ефірний час на телебаченні зг.дог.№ 12/07 від 12.07.2019,24000,юридична особа,оплата ефірного часу на телебаченні
Соціальна справедливість,221,1211,2019-07-16,34,"ТОВ ""Телерадіокомпанія ""Студія 1+1""",м. Київ,23729809,часткова оплата ефірного часу на телебаченні зг.дог.№ВР-27 від 15.07.2019,70000,юридична особа,оплата ефірного часу на телебаченні
Соціальна справедливість,221,1211,2019-07-16,33,"ТОВ ""Телерадіокомпанія ""Студія 1+1""",м. Київ,23729809,часткова оплата ефірного часу на телебаченні зг.дог.№ВР-27 від 15.07.2019,85000,юридична особа,оплата ефірного часу на телебаченні
Соціальна справедливість,221,1212,2019-07-17,43,"ТОВ ""Телерадіокомпанія ""Сіверські підприємства""",м. Київ,14255181,оплата ефірного часу на радіо Шансон зг.дог.№52-ВР від 15.07.2019,360,юридична особа,оплата ефірного часу на радіо
Соціальна справедливість,221,1212,2019-07-17,44,"ТОВ ""Телерадіомовна компанія ""Радіо ""Хвиля""",м. Київ,24996257,оплата ефірного часу на радіо Шансон зг.дог.№52-ВР від 15.07.2019,360,юридична особа,оплата ефірного часу на радіо
Соціальна справедливість,221,1212,2019-07-17,45,"ТОВ ""Телерадіокомпанія ""Топ-радіо""",м. Київ,21117217,оплата ефірного часу на радіо Шансон зг.дог.№52-ВР від 15.07.2019,360,юридична особа,оплата ефірного часу на радіо
Соціальна справедливість,221,1212,2019-07-17,46,"ПП ""Телерадіокомпанія ""Черкаський центр міжнародних звʼязків""",м. Київ,14209034,оплата ефірного часу на радіо Шансон зг.дог.№52-ВР від 15.07.2019,360,юридична особа,оплата ефірного часу на радіо
Соціальна справедливість,221,1212,2019-07-17,51,"ТОВ ""Фірма ""Волинь""",м. Київ,19138008,"оплата ефірного часу на радіо ""Радіо NEXT"" зг.дог.№16/07-19/05 від 16.07.2019",396,юридична особа,оплата ефірного часу на радіо
Соціальна справедливість,221,1212,2019-07-17,41,"ТОВ ""Євромюзік""",м. Київ,37027503,оплата ефірного часу на радіо зг.дог.№ 52-ВР від 15.07.2019,720,юридична особа,оплата ефірного часу на радіо
Соціальна справедливість,221,1212,2019-07-17,48,"Дочірнє підприємство ""Радіостанція ""Зоря""",м. Київ,25484192,"оплата ефірного часу на радіо ""Радіо ФМ"" зг.дог.№16/07-19/05 від 16.07.2019",720,юридична особа,оплата ефірного часу на радіо
Соціальна справедливість,221,1212,2019-07-17,42,"ТОВ ""Телерадіокомпанія ""Контакт""",м. Київ,24512176,оплата ефірного часу на радіо Шансон зг.дог.№52-ВР від 15.07.2019,1080,юридична особа,оплата ефірного часу на радіо
Соціальна справедливість,221,1212,2019-07-17,49,"ТОВ ""Телерадіокомпанія ""Киевские ведомости""",м. Київ,23384871,"оплата ефірного часу на радіо ""Голос Столиці"" зг.дог.№16/07-19/05 від 16.07.2019",2520,юридична особа,оплата ефірного часу на радіо
Соціальна справедливість,221,1212,2019-07-17,47,"ТОВ ""Телерадіокомпанія ""Шансон""",м. Київ,24085596,оплата ефірного часу на радіо Шансон зг.дог.№52-ВР від 15.07.2019,2880,юридична особа,оплата ефірного часу на радіо
Соціальна справедливість,221,1110,2019-07-17,39,"ТОВ ""Новий друк""",м. Київ,22891092,оплата за виготовлення та друк матеріали(листівки) зг.дог.№10/07/19-3 від 10.07.2019,5000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Соціальна справедливість,221,1220,2019-07-17,40,"ТОВ ""Газета ""Наше місто""",м. Дніпро,19087191,оплата за надання друкованої площі для розміщення матеріалів передвиборної агітації зг.дог.№56 від 15.07.2019,"8177,4",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Соціальна справедливість,221,1212,2019-07-17,50,"ТОВ ""Телерадіокомпанія ""НБМ-радіо""",м. Київ,34818518,"оплата ефірного часу на радіо ""Ретро ФМ"" зг.дог.№16/07-19/05 від 16.07.2019",12960,юридична особа,оплата ефірного часу на радіо
Соціальна справедливість,221,1120,2019-07-17,54,"ТОВ ""Інформаційне агентство ""Шорт.Медіа""",м. Київ,41033928,Розробка та виготовлення відеороликів зг.дог.№ШМ-12/19 від 12.07.2019,80500,юридична особа,виготовлення відеозаписів
Соціальна справедливість,221,1400,2019-07-17,35,"ТОВ ""Інформаційне агентство ""Шорт.Медіа""",м. Київ,41033928,Оплата за розміщення агітаційної реклами в мережі інтернет зг.дог. ШМ-12/19 від 12.07.2019,105300,юридична особа,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Соціальна справедливість,221,1211,2019-07-17,37,"ТОВ ""Телерадіокомпанія ""Студія 1+1""",м. Київ,23729809,оплата ефірного часу на телебаченні зг.дог.№ВР-27 від 15.07.2019,250000,юридична особа,оплата ефірного часу на телебаченні
